tweetid,user,content,date,lang,sentiment/polarity/value
770695708399796224,TonichanPiedra,@SEGAFORLIFE es la feria de mi tierra  Solo espero que sea un éxito y ser un gran anfitrión,2016-08-30 18:52:30,es,P
770629639295434752,amorenoalv,"@HCFanego @almoregan Gracias, tú también  Por cierto, vete rellenando la bodega, que el 17 estoy allí",2016-08-30 14:29:58,es,P
770628475229175808,JustEat_es,"@mercesori @clicfox ¡Enhorabuena! Eres la ganadora del sorteo,escríbenos por mensaje privado para darte el descuento",2016-08-30 14:25:20,es,P
770758191365980160,RaulKCobain,"@Sara_Bouvier nada, yo por lo menos cuando compré la guitarra eléctrica me salió muy parecido a sí la hubiese comprado en Thomann",2016-08-30 23:00:47,es,NEU
770757357513109504,AndresMachoXIII,"Un poquito de Ministerio del Tiempo y a dormir, que mañana hay que hacer muchas cosas 
Bona nit",2016-08-30 22:57:28,es,P
770760066127495168,Xriz_yeni,"@SonrieXRIZ ya  Si algún día soy rica te llevo conmigo a verlo a donde sea, promesita 👉👈",2016-08-30 23:08:14,es,P
770759439347544064,Paula__Vega12,"No, no. Ya no te quiero, me declaro soltera a partir de ahora, me has hecho daño  @carjudi6",2016-08-30 23:05:45,es,N
770784389953359873,masalladelmar,@imconnorstruck mi corazón dejó de palpitar como una papa frita cuando empezó el capítulo  #PLLSummerFinale,2016-08-31 00:44:53,es,NEU
770661853827592195,usefernandez,"Lo mejor de todo...la felicidad  
felices porque pronto veremos la boda de J&P… https://t.co/RXtpPrcVe7",2016-08-30 16:37:58,es,P
770646758020026368,MigueelAngelR7,@forbaltihood De nada jo a veces solo hace falta esperar y tener paciencia,2016-08-30 15:37:59,es,P
770646332184944640,StayTrueorGTFO,@Haplo_Schaffer Lo mejor son sus amiguitos defendiéndole diciéndome a mí que pase página cuando es él el que no me deja en paz,2016-08-30 15:36:18,es,N
770646101653393408,vxrnnxn,"@BubblesaurTV eso es lo peor de todo, de verdad, no se cómo no les da vergüenza, me dan ganas de llorar",2016-08-30 15:35:23,es,N
770648383098908672,nastydxni,@CheeseLena_ emberdá mis dibujos del paint son mejores,2016-08-30 15:44:27,es,N
770643261140656132,1976andresg,@plcido_vzquez @cultrun creo que duran más que tantos amores eternos,2016-08-30 15:24:05,es,NEU
770665974752243712,nacho_merinob,"@hectorboigues a preguntas mediocres, respuestas ingeniosas...",2016-08-30 16:54:21,es,N
770665070993018881,Chavestoteles,"@lorzagirl oye, que mi madre se le cortó la leche  y mirame, 1,85 XD, aunque algo enfermizo de pequeño. Ahora, lo de la leche X...",2016-08-30 16:50:45,es,NEU
770622081922891776,Manuel180694,"Ya llegó Unidos Podemos, @Pablo_Iglesias_ y @AGarzon acaban de llegar juntos al @Congreso_Es",2016-08-30 13:59:56,es,NONE
770621786169958400,Ralbarn,@ArthasSama @Holic_meri es por no destrozar tus posibilidades con la gente guapa,2016-08-30 13:58:45,es,NEU
770650861160828928,FFantasyGames,@TheFlowerGirl90 a bueno le fuistes a decir.....  quevaaa yo tengo muy poca cosa tambien ^^,2016-08-30 15:54:17,es,N
770275229742628864,elevenfemixunga,@Crisnosesae @l30n4_ tio a mi sus libros me encantaban  pero es verdad que con el mensaje se ha pasado de clasista xd,2016-08-29 15:01:40,es,NEU
770275162415661061,abarbero,@javier_andres @txarly fui idiota y pude comprarlas hace días. Parezco nuevo.,2016-08-29 15:01:24,es,N
770275068949700608,biebnsky,me he ido a la ducha y se me ha olvidado coger la ropa  ahors tengo que salir a por ella y como haya alguien en mi ventana me ve desnuda,2016-08-29 15:01:02,es,NONE
770274624651325440,VOADxProjects,"@Shiroychi ¡#Nunca! ^^
Lo hablaremos, lo hablaremos. ^^
Seguro que coincidimos en más de una convención.",2016-08-29 14:59:16,es,P
770274148492992512,merceroura,@LauraCarvajal @RLloria @arturovillegasg @perezreverte @BmDulce @scardige @Laura_Chica @drcesarlozano un abrazo  es mutuo!!,2016-08-29 14:57:22,es,P
770274050727931904,kikillovlogs,@KoiSamsa jajajaja yo creo que esa fue improvisto eh! muchas grasias hermosa!!,2016-08-29 14:56:59,es,P
770315388064239616,Funkiyo,"@LovNaty Tu vida ha parido a un grandisimo hijo de la gran p... , un maravilloso hombre!!.",2016-08-29 17:41:14,es,N
770315319881719808,nacho_merinob,"@Javiturpeiro eso dice mucho de él... así que nada, tómate tu tiempo que cuando estés preparado, todo llegará",2016-08-29 17:40:58,es,NEU
770315307206471680,saragabeph,@ninivecardenas2 Te puedes creer que te iba a poner lo mismo  Te quiero mi Nini,2016-08-29 17:40:55,es,P
770291852914425857,Funkiyo,@Rakshasa21 Pues no disfrutarás de un Dulce suelo,2016-08-29 16:07:43,es,N
770291537481723904,Arukkard,"@ISanDesign @Hobby_Consolas jaja y por que lo peor, los juegos de Ubisoft no son tan malos, lo que si es un poco malo es ser solo de Sony",2016-08-29 16:06:28,es,N
770291372272259072,mtvspain,"¡Ya hemos contactado con los ganadores de #YosoyMTVJammingVibe!
Atentos porque mañana lanzamos nuevo #concurso  https://t.co/K0xoobBiM3",2016-08-29 16:05:49,es,NONE
770114408467095552,silviamatey,"Cuando no puedo dormir, escribo todo lo que preocupa en una libreta que alguien me regaló y es como un somnífero instantáneo",2016-08-29 04:22:37,es,P
770142365927501824,elputosocio,"@StealThisHills omito el *con alguien*, pensaba que estaba claro",2016-08-29 06:13:43,es,N
770140633419964416,Cris_RoLan,@Otxu88 espero que fuera todo bien y ahora a por una gran semana,2016-08-29 06:06:50,es,P
770114952455712768,Tarekbamrani,"@CNNEE y si puedo trabajar en Madrid, Buenos Aires o Bogotá yo sería también muy feliz hihihihi",2016-08-29 04:24:47,es,P
770169656451731456,LuciaPapacarlos,"Al principio él no te gusta , pero te acaba gustando y cuando te deja lo extrañas",2016-08-29 08:02:09,es,NEU
770156782299865088,GonzaloAscanio,"@tinoroso @titomartin67 @uby77 es un término coloquial, no un análisis",2016-08-29 07:11:00,es,NONE
770155606514728960,RiammiDiamond,me encantaría mucho tener una buena cámara y saber como usarla a la perfección,2016-08-29 07:06:20,es,P
770166170624360448,adinamita77,"@_mhiguera en cualquier caso gracias por tu ""welcome back"". Qué cálido ha sido",2016-08-29 07:48:18,es,P
770165342035410944,iuliandebarros,Han tenido buena iniciativa @AnabelCampo y encima son amigos,2016-08-29 07:45:01,es,P
770165126519525376,adinamita77,"@_mhiguera me ha dicho que es ""bienvenida de nuevo"". Pero ya me has hecho ir allí y ya  tú sabes que no suele haber nada bueno",2016-08-29 07:44:09,es,N
770164540118016000,EuBarrera3,"Ahora me daba yo un manguerazo a ver si se me quitaba esta cara de ""hola he dormido 2 horas""",2016-08-29 07:41:49,es,N
770163887836696576,kukuarria,"@JulenReal Anda que no nos hemos subido ahí tu y yo en el paseo nuevo,  en fiestas de semana grande  ...",2016-08-29 07:39:14,es,P
770459663859146752,robbieXcessive,@henryancat tio es que esta el librillo recien comprao der chino y me toca la polla 😂😂 vente pa casa te doy un piti,2016-08-30 03:14:32,es,N
770480174035075074,muguruzo94,Janowiiiiiiiicz ole tus cojones y ole tu set y tu over!!!! No me pago las fiestas pero si algún cubata!! Buenos diiiiias mundo!!,2016-08-30 04:36:02,es,P
770541228299526144,AdriDeMagala,@AlbbaBernet póntela y te das una vuelta por Málaga porfa,2016-08-30 08:38:39,es,NONE
770540223751225344,sdnss__,"Me ha explotado un vaso en la mano, que forma tan bonita de empezar el día",2016-08-30 08:34:39,es,N
770539606387396608,WarnerMusicES,"@crypsicho Significa que nos ha resultado gracioso cómo lo has dicho. Como ya comentamos, al final en 2016 es imposible traerlos",2016-08-30 08:32:12,es,N
770539347779158016,StayTrueorGTFO,"@insumisiones Es asqueroso esto. Amiguitos de mi ex diciendo que normal que me pegase porque ""tengo mucha mala leche."" 
Increíble.",2016-08-30 08:31:11,es,N
770565952303951874,kirsweg,alguien sabe donde puedo intercambiar photocards de exo? o-o,2016-08-30 10:16:54,es,NONE
770564742947696640,ClaraLuuque,"AHHH
Todo el mundo me manda audios y no puedo escuchar canciones tranquila",2016-08-30 10:12:05,es,N
770584408080474112,ctxt_es,"@Nine_Stories Somos pequeños y modestos, no podemos abarcar mucho más.",2016-08-30 11:30:14,es,N
770584357983621120,Flowerminx,"@GabanFK tengo las 3 ediciones originales, y bueno...no los aguanto, demasiado antiguos",2016-08-30 11:30:02,es,N
770582848885649408,albulapass_,@HijodeBilharzio Que bonita zona de entreno escogieron,2016-08-30 11:24:02,es,P
770582154040451072,arashyhatake,@FrigoAdri yo tengo que verlo tio  jaja pero se lo merece  ya hacia tiempo que lo se merecia,2016-08-30 11:21:16,es,NEU
770582014118559744,Flowerminx,@DanteDirewolf porque cuando veía a mi hermano jugar tenía malas pulgaaas,2016-08-30 11:20:43,es,N
770581249975083008,DMrcd,"@CarlosLMiranda Buen artículo Carlos , se va Lucas pero tampoco hay que dramatizar , casi me haces llorar",2016-08-30 11:17:41,es,P
770578350955978752,msanchezb_88,"Despues de todo sigues pendiente de mi y lo sabes, pero autoengañarse is moreee easyy",2016-08-30 11:06:10,es,N
770577933660454912,MariaYago,@UniversoMujer18 ya se acabo la hora jajaja estoy expectante a ver si me ha tocado el #cubreSelFem para llevarlo a todos lados puesto,2016-08-30 11:04:30,es,P
770577763967365120,Flowerminx,Algún alma caritativa me tiene que prestar el Pokemon,2016-08-30 11:03:50,es,NONE
770571007736287232,aladroqe,"@lithospheric Mejor. Cuando pagan la ESA y la NASA, al fin y al cabo pagamos todos  Que chulada!",2016-08-30 10:36:59,es,P
770570843382484992,Pedromonago,"@RASAMA_ yo puedo cambiar de opinión, de cara es más difícil, porque vale una pasta.",2016-08-30 10:36:20,es,N
770570765821480961,Alis_8496,@ivan11PG Aunque aquí precisamente ninguno de los dos pero da igual por qué me haces esto,2016-08-30 10:36:01,es,N
770569685834293248,ivethencalada17,"@BertoValen I'm back! Aunque esté desaparecida en combate me alegro a lot de tu graduación, Dr! Mucho ánimo en el MIR! Un abrazo grande",2016-08-30 10:31:44,es,P
770575339466653696,CristianFdez28,"@FranCartagenaCT @BurnleyOfficial @ChelseaFC Bastante, bastante. Ganitas de verlo romper la Premier.",2016-08-30 10:54:12,es,P
770571712761069568,VI_Lelouch,"@Vic_Phantomhive Nah, que soy un pringao que lleva aguantándole mucho y ya estoy cansado",2016-08-30 10:39:47,es,N
770590253937790976,Glamurosa79,@goetha  Ahora es Abel quien está resfriado  es lo ke tiene estar juntos todo el tiempo jajaja el curro bien?,2016-08-30 11:53:28,es,N
770590136828559360,YeOldeNemesis,"@daniacal aún no, pero si estará jugable en el TGS no creo que tarde demasiado.",2016-08-30 11:53:00,es,P
770590083753906176,_CorLeonis,"Está puesta la película de ""Cómo entrenar a tu dragón"" en el autobús pero la pantalla está demasiado lejos y yo soy un topo.",2016-08-30 11:52:47,es,N
770561721157255168,DjBorja_Martin,"Último dia en Elche, ahora toca Benidorm",2016-08-30 10:00:05,es,NEU
770576044856320000,Alis_8496,"@ivan11PG Aunque esto no es una lucha, estamos jodidos y punto",2016-08-30 10:57:00,es,N
770503792194453504,tonitmorro,De aquí a una semana hará cuatro años que vivo en Barcelona. Creo que por el momento no se me ha dado nada mal,2016-08-30 06:09:53,es,P
770603865968353281,couso_jose,@Maquinuelo @ivansilvamatias si para ti que le vaticina al club 2 o 3 años no son malas palabras vale,2016-08-30 12:47:33,es,P
770603624028336129,ElFuns,"@nachobartolome de hecho, Nintendo Magic fue la principal fuente de información para mis especiales biográficos de Iwata",2016-08-30 12:46:35,es,NONE
770599961511596034,rudeirwin,tio pero cuando dawn dispara a beth y daryl la dispara a ella inmediatamente y se pone a llorar,2016-08-30 12:32:02,es,N
770599293711421440,MarisaArtistt,"@prettio_cgm bueno,  es algo..  Cuando encima no sabes porque te pasan las cosas todo es un poco peor  lo dicho, muchos ánimos",2016-08-30 12:29:23,es,N
770594679255556100,rdeheras,"Ha ardido una caravana aparcada al lado de la playa  
Fuego ya sofocado por los bomberos @… https://t.co/LgbW9ryGWy",2016-08-30 12:11:03,es,NONE
770593840533241856,the_heruman,"@Perguelofici Pero, en gral, de acuerd una opinión muy interesante! Tendría q escribir también una entrada en mi blog  @CarmenAgustin",2016-08-30 12:07:43,es,P
770619157935230976,Jezabelmidnight,"@MV3ga hay cosas del hilo con las que discrepo. Como me sigues hace poco, te aviso de que yo hago rt a lo interesante, coincida o no",2016-08-30 13:48:19,es,NONE
770618684876259328,ctxt_es,"@joseplluismunoz @Congreso_Es @WillyVeleta @gerardotc Está de camino, friéndose bajo el sol sevillano",2016-08-30 13:46:26,es,NEU
770617338307579905,the_heruman,"@otonashi_saya Pero la verdad es que en general no voy mal de motivación... casi al revés, me sobra motivación (y ego",2016-08-30 13:41:05,es,P
770617284587098112,vanneontravel,@ia_nav @Los40Trending @dcodefest @LEONBENAVENTETW ten por seguro que si queda libre cuento contigo,2016-08-30 13:40:52,es,P
770617213887746048,the_heruman,"@otonashi_saya Ja ja, imagino que cada uno de una forma distinta. Yo me compro gadgets o veo una peli (como Interstellar",2016-08-30 13:40:35,es,NONE
770616744192929792,IsuraDes,"Mi última partida jugada, con Sona support.
La grandes razones para jugar Sona 

https://t.co/2rgmMeAFIs",2016-08-30 13:38:43,es,P
770616202993496065,Cristina98Al,"Me estoy cansando a dar rt a esto d ""rt o suspendes"" pa luego suspender fijo",2016-08-30 13:36:34,es,N
770605388290985984,LaPequeDeAM,Mi madre me deja ponerme rubia pero no el pelo morado,2016-08-30 12:53:36,es,NEU
770605337237975041,RuuthFC7,"Por una parte necesito la cena del sábado y volver a estar todos juntos, pero por otro lado pienso que nos vamos a separar y",2016-08-30 12:53:24,es,NEU
770604489753624576,Norambu_,He hecho el primer puré de verduras de mi vida y parece pota y sabe mal,2016-08-30 12:50:02,es,N
770431282157330432,Elwolfi10,Por qué tiene que ser mi pelo tan goals mojado y tan mierda despues,2016-08-30 01:21:46,es,N
770428638705684480,shawnsxgrier,@HunterRowland duchate rapido babe que tengo sueño,2016-08-30 01:11:15,es,NONE
770453393714348032,KristoOnly,Eso de echar de menos tu propia casa son leyendas urbanas,2016-08-30 02:49:38,es,NEU
770466250900340737,JuanjoAssassin,"Tengo ganas de bronca estoy aburrido, proximo tweet abro el cajon de mierda",2016-08-30 03:40:43,es,N
770468520736030720,JuanjoAssassin,Ea ya mañana cuando me despierte empieza la fiesta y ya estare distraido para el largo viaje de Valencia a Cadiz,2016-08-30 03:49:44,es,P
770534479072993280,SuperActrices,"@lucyhale Las chicas fuertes y guapas han de luchar contra la oscuridad del mundo, que hay mucha.",2016-08-30 08:11:50,es,NEU
770532537269678084,GonzaloAscanio,@Carlos_GalindoL @FSanabriaLuis @Jluis_porta @cartoblasto @jjonline76 @uby77 las pequeñas diferencias que enfrentan las dos españas,2016-08-30 08:04:07,es,NEU
770607143158444032,spaces_on,"@JorgeUfano ¡Muchas gracias por la respuesta! Cualquier cosa, aquí estamos para lo que necesites  ¡Saludos!",2016-08-30 13:00:34,es,P
770613924031033344,_CorLeonis,Estaba el autobús Benidorm-Madrid al lado con las puertas abiertas y me ha tentado subirme y volver.,2016-08-30 13:27:31,es,N
770612988281618432,SarikaDelgado,@KMinorito Es que solo piensa que todas las canciones tristes que tienen (loser por ejemplo) son basadas en experiencia..,2016-08-30 13:23:48,es,N
770632417782661120,garciaemil,"@REANYMA @FernandoFabiani No, no, ¡dijo que dejaban de surfear por la cornea! Que se quedaban quietecitas.",2016-08-30 14:41:00,es,NEU
770633904072032256,SantaMariaPoloC,"@AnaSJuarez @OfficialMauiJim ¡Hola Ana! Te hemos contestado por mensaje privado, donde no hay limitación de caracteres  ¡Gracias!",2016-08-30 14:46:55,es,NONE
770633713822601216,Blansi93,"@Defconplay de hecho lo confirmo, los caminos y las casitas son las mismas",2016-08-30 14:46:09,es,NONE
770630118247165952,juangarciaramos,Si algún alma caritativa tiene mac y sabe como instalar excell de windows que me diga pls,2016-08-30 14:31:52,es,NONE
770450466220171264,ivo_kk,"@SylexVid @EnVy_HarryHook ?  a la derecha aparecen los personajes más jugados en ranked, no lo que vamos a jugar",2016-08-30 02:38:00,es,NONE
770431992404082688,Marinagg95,Ya decía yo que lo bueno me iba a llegar tarde o temprano  espero no poder equivocarme,2016-08-30 01:24:35,es,P
770427312462450688,AranchaDomingue,"Voy a soñar con fórmulas matemáticas, historia del mundo y la pasiva en inglés 
*le explotará la cabesa*",2016-08-30 01:05:59,es,N
770509927207038976,iri_lr,"@XulioePunto Pues escapó.. Y no lo dimos encontrado, estuvimos al menos 5 personas buscando y nada",2016-08-30 06:34:16,es,N
770434744748236800,Habi_Nuki,@ragnomuelle Yo a veces hecho de menos mi pelo largo por eso mismo entre otras cosas,2016-08-30 01:35:31,es,N
770529111123066880,OrestesCA,@joanllenas es que son todo cosas que me molan  A lo mejor ya conoces speaking.io de Zack Holman también,2016-08-30 07:50:30,es,P
769734680748888064,nachittt,"que cansado me tenes albacete... que cansado!!  

sino vuelvo a rosario en verano........... ojo.",2016-08-28 03:13:43,es,N
770781870636273664,stephernelia,He visto un documental sobre las pirámides los moais y predicciones y ahora me da cosita dormir sola,2016-08-31 00:34:53,es,N
770797203157716993,meryfm12,"La regla me esta destrzando el cuerpo
Quiero vomitar, me duele la tripa, la cabeza, tengo fiebre y estoy mareada y pf",2016-08-31 01:35:48,es,N
770777535579877376,redesparatorpes,"@zapejuana @Exojo @yeya_ade @rosipasmar @gartoro @nshradio Qué bonito... a mí me tiene que pagar las horas extras también, soy así...",2016-08-31 00:17:39,es,P
770783076305821696,PabloClavito,"@SomeJaneDoe_ nazismo y fangirleo como tú filosofía de vida, doble moral  juju",2016-08-31 00:39:40,es,N
770874653896273920,vicampuzano,"@carlosgterol @MataTweet Si, ayer estuvimos reunidos en Moncloa, pero al final habrá que repetir elecciones ... 😂😂😂 Está que responde!",2016-08-31 06:43:34,es,NONE
770874166182604800,nchazarra,"@monzonete Cuando me borré Twitter, jeje, esta cuenta es nueva, aunque con el mismo nick",2016-08-31 06:41:38,es,NONE
770876718974439424,FIFAntastic_,"Ya es oficia nos quedamos sin Konoplyanka en @LaLiga 

Eso sí, será una alternativa barata a Reus en la Bundes https://t.co/mvOqHl4p53",2016-08-31 06:51:46,es,N
770941045643341824,tukoberenguer,"Con ganas ya de que llegue septiembre 
Y comenzamos mañana nueva temporada en @DelecturaOblig. 
#adiosagosto",2016-08-31 11:07:23,es,P
770940498710257666,FranciscodPaula,"@_lauu_20 Gracias por lo de ""ídolo""  Aunque solo soy una persona normal y corriente que escribe libros",2016-08-31 11:05:12,es,P
770948309347364864,StayTrueorGTFO,@Rokkowen TODOS SIEMPRE tienen carita de super buenos y adorables pero luego la lían,2016-08-31 11:36:15,es,N
770947417130885120,paauliiitaa17,@Sr_Zeta hola vengo de intagram  en verdad ya te seguia pero hola igualmente🙄❤️,2016-08-31 11:32:42,es,P
770947177657008129,CaptainKimChen,"Llevo toda la mañana haciendo cosas y no he podido ver ni moon lovers, ni signal, ni nada",2016-08-31 11:31:45,es,N
770944329540075520,arantxaestevez,"""No tenemos la sensación de ir a un trabajo"", din os @PIXIES 
Eu na ofi lendo o @rockdelux, tampouco a teño  https://t.co/MEG8DZVVTn",2016-08-31 11:20:26,es,P
770943120179691520,respetocanas,"@VicentIvars @JJCuerda @eljueves pero hombre, eso ya lo había leído  La pregunta es... ¿Cuál pretende ser el titular completo?",2016-08-31 11:15:37,es,NONE
770942611997724672,zipiwi,Las horas que son y sigo sin ser capaz de ponerme a estudiar....el sueño puede conmigo,2016-08-31 11:13:36,es,N
770915801654329344,LuisMazuecos,"Voy a sentar a mi sobrina en el médico y me dicen uno súper mal ""está ocupado"" y le digo yo, pues se desocupa para la niña",2016-08-31 09:27:04,es,N
770915744980795392,Tyranitar_3,"@BenitoVGC el Sabueso es muy malo, el leñador mola 

Quiero minero y mago de hielo",2016-08-31 09:26:51,es,NEU
770958769949999104,HarryWuHe,"HIJOS DE PUTA, dejad de darle rt a los otros y preguntadle a alguien por mi que no se a cuantos le he dao rt y solo ha respondido 1",2016-08-31 12:17:49,es,N
770958035648913408,LuisLorenzoT,"@tonyoaguiar @albertopedroche Anda castrón, comí aquel trocín pequeño que me cortaste",2016-08-31 12:14:54,es,N
770787189319925760,lmaneel,A mí nunca me podrán hacer una broma porque no cojo llamadas y menos cuando son ocultas,2016-08-31 00:56:01,es,NONE
770795402534715392,Susanameis28,@anaamontull_ @IreneCarro_8 @MariloGarciaa6 con una pequeña donación hará felices a miles de chicas que no tienen  #asociacionmariloli,2016-08-31 01:28:39,es,P
770910217999712256,Anamasanro,@CatedraRSC_UAH Muchas gracias!! Feliz por haber formado parte de esta edición del Master!,2016-08-31 09:04:53,es,P
770909472785039360,ROOTSLOUIS,me cago en mi puta vida y en el puto vecino por hacer tanto ruido de buena mañana,2016-08-31 09:01:55,es,N
770926989591056385,LoidaZabala,"@manuelortegama4 se llama Wolf, es la mascota #SeSalen en apoyo a los deportistas paralímpicos 
Más inf https://t.co/KQl89uDr3h 😃",2016-08-31 10:11:32,es,NONE
770929359611891712,nachusgalaicus,@Realba74 @InterSerEd genial Rebeca !! Este era mi deseo al escribirlo. Seguiré escribiendo en esta linea práctica,2016-08-31 10:20:57,es,P
770949040804691968,TaludEria,"#HistoriasAlegresEn4Palabras ""hoy trabajo en compañía"" y es que en @TaludEria se trabaja rodeado de gente muy maja  #Coworking #Oviedo",2016-08-31 11:39:09,es,P
770933976349417472,Dani_JCE,@Aitt7 calla que yo estoy ahora en mi día libre y las horas se pasan más rápido que poniendo copas en el bar,2016-08-31 10:39:17,es,N
770937557823721472,SuperActrices,"@CsCValenciana @Albert_Rivera Como mejor luchar contra la crisis, unidos o siempre enfrentados.  Lo tengo claro.",2016-08-31 10:53:31,es,NEU
770888205822484480,jcenrique,Así leyendo entre líneas y el discurso de @sanchezcastejon igual vota que no a Rajoy. #InvestiduraOndaCero,2016-08-31 07:37:25,es,NONE
770887977769766912,felipealatrist1,"@policia. ""Precaución amigo conductor que la senda es peligrosa...."".
Lo importante es llegar.",2016-08-31 07:36:30,es,NONE
770884213214248960,DominosPizza_ES,"@Julio_C_19 Hola Julio, para que las pizzas lleguen en las mejores condiciones, marcamos la pizza, no la cortamos",2016-08-31 07:21:33,es,NONE
770905076315586560,juanjofer55,Ayer fue un día de emociones muy encontrada se acerca septiembre por un lado y por el otro una personita que siempre me hace sonreír,2016-08-31 08:44:27,es,NEU
770902925736566784,lolita_pasion,"No silencio lo que calla. Es la vida suspendida hasta que brotan las ganas de bailarla. 

#creatividad https://t.co/VXMZt8AVyJ",2016-08-31 08:35:54,es,NONE
770877882222673920,xladyoflight,Qué bonito es ser mujer  y que te joda los planes que tenias  y que te despierte el dolor de ovarios  😡😡😡😡,2016-08-31 06:56:23,es,N
770921497439375361,cagaburon,"@tooruskywalker no había casi nadie hablando del tema  (y tampoco puedo encontrar el vídeo, sad)",2016-08-31 09:49:42,es,N
769849378664288257,Ximnart,"@ItsMeCar0l ¡Hooola, buenas! Soy el que tenía los ojos rojos en la fiesta de Elle  ¡Te sigo !",2016-08-28 10:49:29,es,NONE
769848646867222528,Rafuki21,"@Rafuki21 178. Sabes que me caes muy muy bien, y que en un futuro te daré un poco el coñazo con dudas de Diseño Gráfico",2016-08-28 10:46:35,es,P
769813079597121536,nuriamolines,"@Swareles, ¡muchas gracias, Carla! De momento han caído tres, así que no empieza mal el día",2016-08-28 08:25:15,es,P
769808917518049280,padelworldpress,"¡¡Muchas felicidades en el día de su cumpleaños a un buen amigo como @sagastiker!! A pasarlo en grande, compañero",2016-08-28 08:08:42,es,P
769645693090889728,cesarpg99,Hola estoy que reviento por haberme comido un box de kebab ayudadme a morir gracias,2016-08-27 21:20:07,es,N
769766061126344704,unadepocas,"Después de casi un mes entero sin él... puff, espero no echar temporadas tan largas sin verlo",2016-08-28 05:18:25,es,N
769581132543393792,Luciiichi,¿No os pasa que en ferias podéis ver a una persona como unas 29 veces y justo a quien quieres ver no le/la ves ni una jodida vez?,2016-08-27 17:03:34,es,N
769580324145754113,G0kuB,"Tambien subire el changelog a lo largo de estos dias, estaros preparados porque viene todo de golpe!",2016-08-27 17:00:22,es,NONE
769606898899382272,hugomoransuarez,"@FutbolModestoEs Que guapísimo , dejaron mendizorroza, pero San mames ... de los + guapos del MUNDO¡¡ sin duda.(opinión)",2016-08-27 18:45:57,es,P
769633726254972928,Martuskiya,BABY @BlasAuryn #FollowSpree. y la suerte de la semana pasada???  esto sería demasiado grande para mi.,2016-08-27 20:32:34,es,N
769633700757770240,JMRojasRecio,"@sport JA JA JA JA JA  Teneis el ojino como la bandera de Japón ,hijos de la gran puta",2016-08-27 20:32:28,es,N
769628218341072897,arrozconnori,"@Tokpelotas estos últimos días han sido una detrás de otra. Ahora mismo nos vamos a La Fe a que miren a Pau, otra vez bronquitis",2016-08-27 20:10:40,es,N
769653702554681345,AndresMachoXIII,"Creo que pocas veces he estado tan enfadado como esta mañana, pero bueno, entre Uncharted 4 y el ejercicio me han animado",2016-08-27 21:51:56,es,NEU
769869979646828544,AiryMadness,Echo de menos a Lexa  mis bragas ya no vuelan tanto como antes. Ya no me hace falta limpiarlas cada 5 minutos,2016-08-28 12:11:21,es,N
769868859406950401,sofiablackshop,@AraMalikian Lo hemos pasado en grande con las 4 estaciones. Una auténtica gozada para toda la familia,2016-08-28 12:06:54,es,P
769961235186155521,GorritiDonosti,Plan perfecto para terminar el fin de semana. @AthleticClub - @FCBarcelona_es. Después @VillarrealCF - @SevillaFC,2016-08-28 18:13:58,es,P
769960084306792449,RCohello,"Utopí audiencia estable, media de más de 8'5 en Imdb etc... Pero fue cancelada. No se puede tirar tanto de la manta farmacéutica",2016-08-28 18:09:23,es,N
769965167190937600,freepantoja,mi vida es una mierda primero me enamoro de un macedonio en ibiza y ahora del timbales de la panorama,2016-08-28 18:29:35,es,N
769959690092642304,AntonioGarciaN2,Tranquilos que con el.dinero de Camacho seguro mañana empiezan las escabadoras en el Arraijanal,2016-08-28 18:07:49,es,P
769966461045571584,GorritiDonosti,@Hectorfernandez @Alaves Pellegrino ha dotado al equipo una gran consistencia defensiva. Y buenos fichajes,2016-08-28 18:34:44,es,P
769965623615037479,ArvenLoL,"@pichyniboss te queda bien tio!
Espero que esteis todos pasando un buen verano",2016-08-28 18:31:24,es,P
769628633543667712,Wonkorota,@PITjjjimenez_PK Denada  porcierto hazme un hueco en tu agenda de combates quiero ver lo que es capaz tu monotype contra el mio,2016-08-27 20:12:19,es,P
769664297140125696,kirsweg,Esta semana ha sido tan chachiosa que ya puedo decir que el verano se ha acabado de una manera decente  y lloro,2016-08-27 22:34:02,es,NEU
769642483869446144,Cristi_latin,"@FrayJosepho @Hienosdeorgullo @Capt_E_Navarre Más bien imposible. A no ser q se convierta al Islam, claro",2016-08-27 21:07:22,es,NEU
769640318920720384,Minikiwii,Apenas me he muerto de miedo pasando por la plaza donde se hace la hoguera de San Juan toda oscura.,2016-08-27 20:58:45,es,N
769904504531722240,ToniTovarB,"@pocho_f1 pero McLaren parece q mejora, 1,5s mas rápido que el año pasado en Qualy, y mantuvo a raya a los williams en Spa!",2016-08-28 14:28:32,es,P
769829491246071808,RockNTalk1,"Como dice @quique_gonzalez , se escapa otro verano en un furgón blindado  

@salaBBK #Bilbao #QuiqueGonzález

https://t.co/WeaevYCT2L",2016-08-28 09:30:28,es,N
769826140693401600,Iaben5,"No he ganado ni ganaré nada del concurso 
Me lo esperaba,soy gafe y al fin y al cabo la suerte no esta NUNCA de mi parte. #prayforiaben",2016-08-28 09:17:09,es,N
769903787184164864,TheFuryoStyle,En verdá llevo sin jugar al pokemon go desde que volví de Galicia porque ver que en Madrid no me sale nada guay me deprime y mucho,2016-08-28 14:25:41,es,N
